,Date,CMSCA-QQQ,VZ-QQQ,TMUS-QQQ,T-QQQ,QCOM-QQQ,CMSCA-SPY,VZ-SPY,TMUS-SPY,T-SPY,QCOM-SPY,CMSCA-IXP,VZ-IXP,TMUS-IXP,T-IXP,QCOM-IXP,CMSCA-IYZ,VZ-IYZ,TMUS-IYZ,T-IYZ,QCOM-IYZ,CMSCA-IXTC,VZ-IXTC,TMUS-IXTC,T-IXTC,QCOM-IXTC
0,1/4/2013,0.0027713734389475143,0.008729003395603879,0.013627253459639228,0.0027713734389475143,0.0027713734389475143,-0.004907271596425988,0.0010503583602303754,0.005948608424265726,-0.004907271596425988,-0.004907271596425988,-0.0074065200091247155,-0.0014488900524683521,0.0034493600115669985,-0.0074065200091247155,-0.0074065200091247155,-0.009396231754496552,-0.0034386017978401883,0.0014596482661951623,-0.009396231754496552,-0.009396231754496552,-0.007912495577655922,-0.001954865620999559,0.0029433844430357915,-0.007912495577655922,-0.007912495577655922
1,1/7/2013,-0.004775557709111578,0.0084644305099338,-0.017926599506505894,-0.004775557709111578,-0.004775557709111578,-0.0017385235287104496,0.01150146469033493,-0.014889565326104765,-0.0017385235287104496,-0.0017385235287104496,-0.006530105309599826,0.006709882909445552,-0.019681147106994142,-0.006530105309599826,-0.006530105309599826,-0.0052776449821806,0.00796234323686478,-0.018428686779574915,-0.0052776449821806,-0.0052776449821806,-0.0032234836023918127,0.010016504616653566,-0.01637452539978613,-0.0032234836023918127,-0.0032234836023918127
2,1/8/2013,0.008788351116566884,-0.02268371789862662,-0.022400487827493924,0.008788351116566884,0.008788351116566884,0.009717462268447273,-0.021754606746746234,-0.021471376675613538,0.009717462268447273,0.009717462268447273,0.015772395789203194,-0.015699673225990314,-0.015416443154857616,0.015772395789203194,0.015772395789203194,0.022196010252679525,-0.009276058762513983,-0.008992828691381287,0.022196010252679525,0.022196010252679525,0.011809401484412278,-0.019662667530781226,-0.01937943745964853,0.011809401484412278,0.011809401484412278
3,1/9/2013,0.003039753053415971,-0.006073875045809736,0.0026593030450711114,0.003039753053415971,0.003039753053415971,0.00425203419946816,-0.004861593899757547,0.0038715841911233003,0.00425203419946816,0.00425203419946816,0.0007669721619334279,-0.008346655937292278,0.00038652215358856833,0.0007669721619334279,0.0007669721619334279,0.003943610883901791,-0.005170017215323916,0.0035631608755569318,0.003943610883901791,0.003943610883901791,0.009844935185762346,0.000731307086536639,0.009464485177417485,0.009844935185762346,0.009844935185762346
4,1/10/2013,-0.003892284736270423,0.007655027124100437,0.029595948217120437,-0.003892284736270423,-0.003892284736270423,-0.005837890355323555,0.005709421505047305,0.027650342598067305,-0.005837890355323555,-0.005837890355323555,-0.008501816071977718,0.003045495788393143,0.02498641688141314,-0.008501816071977718,-0.008501816071977718,-0.006815825385083752,0.004731486475287108,0.026672407568307105,-0.006815825385083752,-0.006815825385083752,-0.004356486321098505,0.007190825539272356,0.029131746632292354,-0.004356486321098505,-0.004356486321098505
5,1/11/2013,-0.002378982268150775,-0.008014254761254565,-0.021059485770335604,-0.002378982268150775,-0.002378982268150775,-0.0009718743992771202,-0.00660714689238091,-0.01965237790146195,-0.0009718743992771202,-0.0009718743992771202,0.0008295077712530906,-0.0048057647218507,-0.01785099573093174,0.0008295077712530906,0.0008295077712530906,0.002185851350513075,-0.0034494211425907147,-0.016494652151671754,0.002185851350513075,0.002185851350513075,-0.0064284103028024895,-0.01206368279590628,-0.02510891380498732,-0.0064284103028024895,-0.0064284103028024895
6,1/14/2013,0.016359825154395612,-0.01206262715545793,0.001320759144918103,0.016359825154395612,0.016359825154395612,0.01256956588734881,-0.015852886422504733,-0.002469500122128699,0.01256956588734881,0.01256956588734881,0.01563874423185077,-0.012783708078002772,0.0005996782223732619,0.01563874423185077,0.01563874423185077,0.019592688559692487,-0.008829763750161056,0.004553622550214979,0.019592688559692487,0.019592688559692487,-0.0011246221602275713,-0.029547074470081112,-0.01616368816970508,-0.0011246221602275713,-0.0011246221602275713
7,1/15/2013,0.012109325153504807,-0.009723842054059288,0.01227431237710405,0.012109325153504807,0.012109325153504807,0.006488609059862579,-0.015344558147701515,0.006653596283461823,0.006488609059862579,0.006488609059862579,0.014365447085202631,-0.007467720122361464,0.014530434308801875,0.014365447085202631,0.014365447085202631,0.01739594014416717,-0.004437227063396923,0.017560927367766415,0.01739594014416717,0.01739594014416717,0.006979292441985302,-0.014853874765578793,0.007144279665584547,0.006979292441985302,0.006979292441985302
8,1/16/2013,-0.004554616953857697,-0.015065113915154084,-0.030486934112092953,-0.004554616953857697,-0.004554616953857697,-0.00037466782990685317,-0.010885164791203241,-0.026306984988142112,-0.00037466782990685317,-0.00037466782990685317,0.007605114267564331,-0.002905382693732056,-0.018327202890670927,0.007605114267564331,0.007605114267564331,0.0027845022091332445,-0.007725994752163143,-0.023147814949102015,0.0027845022091332445,0.0027845022091332445,-0.0014095875423945884,-0.011920084503690975,-0.027341904700629846,-0.0014095875423945884,-0.0014095875423945884
9,1/17/2013,0.014689911850314475,0.010053597346668997,0.003765920195233339,0.014689911850314475,0.014689911850314475,0.013022502503536851,0.008386187999891373,0.002098510848455715,0.013022502503536851,0.013022502503536851,0.012895417411260638,0.00825910290761516,0.0019714257561795016,0.012895417411260638,0.012895417411260638,0.016989661203880943,0.012353346700235463,0.006065669548799805,0.016989661203880943,0.016989661203880943,0.018658030699545868,0.014021716195900391,0.007734039044464733,0.018658030699545868,0.018658030699545868
